Distance,Time_sec,SteerAngle_[deg],SteerVelo_[deg/s],AccelPedalPosition_[-],AccelPedalSpeed
657.38003,43.82533533,-20.783499,-38.290395,2.121287,7.1196
657.52003,43.83466867,-21.175564,-39.206539,2.192483,8.3061
657.67003,43.84466867,-21.581191,-40.56263,2.275544,10.2743
657.82003,43.85466867,-22.004208,-42.301749,2.378287,12.6276
657.96993,43.864662,-22.447065,-44.285661,2.504563,14.8671
658.11003,43.874002,-22.910093,-46.302856,2.653234,16.4932
658.26003,43.884002,-23.391145,-48.105201,2.818166,17.1068
658.41003,43.894002,-23.885775,-49.462908,2.989234,16.4887
658.55003,43.90333533,-24.387944,-50.216918,3.154121,14.6356
658.70003,43.91333533,-24.891041,-50.309755,3.300477,11.7563
658.84993,43.92332867,-25.388919,-49.787757,3.41804,8.2327
658.99003,43.93266867,-25.876722,-48.780363,3.500367,4.5597
659.14003,43.94266867,-26.351399,-47.467652,3.545964,1.2654
659.29003,43.95266867,-26.811844,-46.044532,3.558618,-1.1718
659.44003,43.96266867,-27.25869,-44.684533,3.5469,-2.4049
659.58003,43.972002,-27.693744,-43.505393,3.522851,-2.2809
659.73003,43.982002,-28.119182,-42.543846,3.500042,-0.8857
659.88003,43.992002,-28.536697,-41.751528,3.491185,1.4433
660.02003,44.00133533,-28.946893,-41.019567,3.505618,4.1504
660.17003,44.01133533,-29.349147,-40.225412,3.547122,6.5613
660.32003,44.02133533,-29.741958,-39.28106,3.612735,8.0456
660.46013,44.03067533,-30.123553,-38.159503,3.693191,8.207
660.61003,44.04066867,-30.49245,-36.889716,3.775261,7.0325
660.76003,44.05066867,-30.847749,-35.529955,3.845586,4.9259
660.90003,44.060002,-31.189143,-34.139371,3.894845,2.5965
661.05003,44.070002,-31.516771,-32.762746,3.92081,0.8348
661.20003,44.080002,-31.83107,-31.429988,3.929158,0.2602
661.34013,44.089342,-32.132699,-30.16289,3.93176,1.1305
661.49003,44.09933533,-32.42252,-28.982023,3.943065,3.2785
661.64003,44.10933533,-32.701638,-27.911841,3.97585,6.1813
661.78003,44.11866867,-32.971485,-26.984692,4.037663,9.1268
661.93003,44.12866867,-33.233907,-26.242175,4.128931,11.4096
662.08003,44.13866867,-33.491204,-25.729755,4.243027,12.4958
662.21993,44.14799533,-33.746026,-25.482217,4.367985,12.1247
662.37003,44.158002,-34.001062,-25.503561,4.489232,10.3478
662.52003,44.168002,-34.258576,-25.751425,4.59271,7.5151
662.66003,44.17733533,-34.519954,-26.137804,4.667861,4.2092
662.81003,44.18733533,-34.785463,-26.550906,4.709953,1.1305
662.96013,44.197342,-35.054363,-26.889951,4.721258,-1.0579
663.09993,44.206662,-35.325316,-27.095268,4.710679,-1.8861
663.25003,44.21666867,-35.5969,-27.158433,4.691818,-1.2042
663.39003,44.226002,-35.867995,-27.109531,4.679776,0.7644
663.54003,44.236002,-36.137905,-26.990987,4.68742,3.4566
663.69003,44.246002,-36.406229,-26.832416,4.721986,6.1038
663.83003,44.25533533,-36.672606,-26.637701,4.783024,7.9415
663.98003,44.26533533,-36.936485,-26.387845,4.862439,8.4399
664.13003,44.27533533,-37.197038,-26.055317,4.946838,7.4799
664.27003,44.28466867,-37.453252,-25.621463,5.021637,5.3972
664.42003,44.29466867,-37.704145,-25.089274,5.075609,2.8729
664.56003,44.304002,-37.949028,-24.488289,5.104338,0.7062
664.71013,44.31400867,-38.187756,-23.872789,5.1114,-0.4416
664.86003,44.324002,-38.420907,-23.31506,5.106984,-0.2401
665.00003,44.33333533,-38.64983,-22.892338,5.104583,1.2401
665.15003,44.34333533,-38.876479,-22.664925,5.116984,3.5946
665.30003,44.35333533,-39.102966,-22.64871,5.15293,6.2504
665.44003,44.36266867,-39.330916,-22.79496,5.215434,8.6653
665.59013,44.37267533,-39.560856,-22.99396,5.302087,10.4833
665.73003,44.382002,-39.79195,-23.109481,5.40692,11.5943
665.88003,44.392002,-40.022272,-23.032149,5.522863,12.0953
666.03003,44.402002,-40.249525,-22.725326,5.643816,12.1923
666.17003,44.41133533,-40.471913,-22.238764,5.765739,12.0953
666.32003,44.42133533,-40.688734,-21.682116,5.886692,11.9436
666.46013,44.43067533,-40.90044,-21.17058,6.006128,11.7704
666.61003,44.44066867,-41.108112,-20.767198,6.123832,11.5057
666.75003,44.450002,-41.312581,-20.446923,6.238889,11.0056
666.90003,44.460002,-41.513564,-20.098278,6.348945,10.1117
667.05003,44.470002,-41.709195,-19.563175,6.450062,8.7244
667.19003,44.47933533,-41.896194,-18.699872,6.537306,6.8705
667.34013,44.489342,-42.070638,-17.444431,6.606011,4.7298
667.48003,44.49866867,-42.229103,-15.846493,6.653309,2.5972
667.63003,44.50866867,-42.369756,-14.065298,6.679281,0.7947
667.78003,44.51866867,-42.493025,-12.326813,6.687228,-0.4307
667.92003,44.528002,-42.601591,-10.856691,6.682921,-0.9797
668.07003,44.538002,-42.699712,-9.812099,6.673124,-0.921
668.21013,44.547342,-42.792074,-9.236206,6.663914,-0.4591
668.36003,44.55733533,-42.882588,-9.051389,6.659323,0.1302
668.50003,44.56666867,-42.973515,-9.092704,6.660625,0.5768
668.65003,44.57666867,-43.065185,-9.166967,6.666393,0.6873
668.80003,44.58666867,-43.156316,-9.11311,6.673266,0.3966
668.94003,44.596002,-43.244742,-8.842613,6.677232,-0.208
669.09013,44.60600867,-43.328265,-8.352254,6.675152,-0.8974
669.23003,44.61533533,-43.405406,-7.714123,6.666178,-1.3502
669.38003,44.62533533,-43.475916,-7.051033,6.652676,-1.2415
669.52003,44.63466867,-43.540935,-6.501909,6.640261,-0.3521
669.67003,44.64466867,-43.602749,-6.181396,6.63674,1.33
669.81003,44.654002,-43.664194,-6.144448,6.65004,3.5575
669.96013,44.66400867,-43.727912,-6.371794,6.685615,5.8544
670.11003,44.674002,-43.795769,-6.78568,6.744159,7.639
670.25003,44.68333533,-43.868649,-7.288033,6.820549,8.4055
670.40003,44.69333533,-43.946638,-7.798947,6.904604,7.8979
670.54003,44.70266867,-44.029388,-8.274953,6.983583,6.2031
670.69003,44.71266867,-44.116417,-8.702883,7.045614,3.7275
670.83003,44.722002,-44.207237,-9.082048,7.082889,1.0741
670.98003,44.732002,-44.301358,-9.412092,7.09363,-1.1242
671.12003,44.74133533,-44.398309,-9.695108,7.082388,-2.3594
671.27003,44.75133533,-44.497788,-9.947853,7.058794,-2.3529
671.41003,44.76066867,-44.599913,-10.212513,7.035265,-1.1088
671.56003,44.77066867,-44.705463,-10.554984,7.024177,1.089
671.71013,44.78067533,-44.815918,-11.045491,7.035067,3.73
671.84993,44.78999533,-44.93316,-11.724242,7.072367,6.1849
672.00003,44.800002,-45.058793,-12.563273,7.134216,7.8593
672.14003,44.80933533,-45.193223,-13.442992,7.212809,8.3579
672.29003,44.81933533,-45.334857,-14.163394,7.296388,7.6029
672.43003,44.82866867,-45.479847,-14.498981,7.372417,5.854
672.58003,44.83866867,-45.622684,-14.283757,7.430957,3.6092
672.71993,44.84799533,-45.757595,-13.491062,7.467049,1.4329
672.87003,44.858002,-45.880279,-12.268445,7.481378,-0.2247
673.01003,44.86733533,-45.989335,-10.905531,7.479131,-1.1392
673.16003,44.87733533,-46.086766,-9.743132,7.467739,-1.3332
673.30003,44.88666867,-46.177354,-9.058823,7.454407,-1.0119
673.45003,44.89666867,-46.267108,-8.975391,7.444288,-0.4585
673.59013,44.90600867,-46.361399,-9.429093,7.439703,0.0687
673.74003,44.916002,-46.463481,-10.208233,7.44039,0.4051
673.88003,44.92533533,-46.57389,-11.040855,7.444441,0.4995
674.03003,44.93533533,-46.690788,-11.689851,7.449436,0.395
674.17003,44.94466867,-46.810945,-12.015664,7.453386,0.1868
674.32003,44.95466867,-46.930828,-11.988278,7.455254,-0.0238
674.46013,44.96400867,-47.047395,-11.656729,7.455016,-0.1633
674.61003,44.974002,-47.158408,-11.101327,7.453383,-0.2014
674.75003,44.98333533,-47.262357,-10.394908,7.451369,-0.1499
674.90003,44.99333533,-47.358232,-9.587514,7.44987,-0.0484
675.05003,45.00333533,-47.445366,-8.713346,7.449386,0.0533
675.19003,45.01266867,-47.523456,-7.808975,7.449919,0.1126
675.34013,45.02267533,-47.592755,-6.929905,7.451045,0.1067
675.48003,45.032002,-47.654303,-6.154797,7.452112,0.0386
675.63003,45.042002,-47.710011,-5.570856,7.452498,-0.0642
675.77003,45.05133533,-47.762436,-5.24243,7.451856,-0.1575
675.92003,45.06133533,-47.814201,-5.176572,7.450281,-0.193
676.06003,45.07066867,-47.867265,-5.306381,7.448351,-0.1369
676.21013,45.08067533,-47.922338,-5.507314,7.446982,0.0142
676.34993,45.08999533,-47.978775,-5.643631,7.447124,0.222
676.50003,45.100002,-48.035001,-5.622654,7.449344,0.4083
676.64003,45.10933533,-48.089283,-5.428147,7.453427,0.4749
676.78003,45.11866867,-48.140451,-5.116821,7.458176,0.3375
676.93003,45.12866867,-48.188296,-4.784492,7.461551,-0.0287
677.07003,45.138002,-48.233533,-4.523699,7.461264,-0.5527
677.21993,45.14799533,-48.277466,-4.393308,7.455737,-1.0569
677.36003,45.15733533,-48.321544,-4.407813,7.445168,-1.2861
677.51003,45.16733533,-48.366958,-4.541451,7.432307,-0.9813
677.65003,45.17666867,-48.414336,-4.737777,7.422494,0.0191
677.80003,45.18666867,-48.463525,-4.918907,7.422685,1.6864
677.94003,45.196002,-48.51348,-4.995436,7.439549,3.7581
678.09013,45.20600867,-48.562301,-4.882136,7.47713,5.7817
678.23003,45.21533533,-48.607519,-4.521786,7.534947,7.2456
678.38003,45.22533533,-48.646625,-3.910658,7.607403,7.7563
678.52003,45.23466867,-48.677738,-3.111265,7.684966,7.1887
678.67003,45.24466867,-48.700138,-2.239997,7.756853,5.732
678.81003,45.254002,-48.714444,-1.430571,7.814173,3.8102
678.96013,45.26400867,-48.722338,-0.789402,7.852275,1.9113
679.09993,45.27332867,-48.725975,-0.36375,7.871388,0.409
679.25003,45.28333533,-48.727326,-0.135098,7.875478,-0.543
679.39003,45.29266867,-48.727693,-0.03669,7.870048,-1.0089
679.54003,45.30266867,-48.727546,0.014664,7.859959,-1.1758
679.68003,45.312002,-48.726705,0.08413,7.848201,-1.2184
679.83003,45.322002,-48.724784,0.192144,7.836017,-1.1921
679.96993,45.33132867,-48.721737,0.30469,7.824096,-0.9996
680.12003,45.34133533,-48.718276,0.34612,7.8141,-0.4485
680.26003,45.35066867,-48.715953,0.2323,7.809615,0.6245
680.41003,45.36066867,-48.71682,-0.086715,7.81586,2.2223
680.55003,45.370002,-48.722721,-0.590103,7.838083,4.1125
680.70003,45.380002,-48.734439,-1.171804,7.879208,5.8621
680.84013,45.389342,-48.751038,-1.659887,7.937829,6.9826
680.99003,45.39933533,-48.769739,-1.870178,8.007655,7.1343
681.13003,45.40866867,-48.786516,-1.677692,8.078998,6.2944
681.27003,45.418002,-48.79728,-1.076404,8.141942,4.7992
681.42003,45.428002,-48.799272,-0.199173,8.189934,3.225
681.56003,45.43733533,-48.792127,0.714551,8.222184,2.1575
681.71013,45.447342,-48.778184,1.394282,8.243759,1.9547
681.84993,45.456662,-48.761871,1.6313,8.263306,2.6156
682.00003,45.46666867,-48.748325,1.354632,8.289462,3.8103
682.14003,45.476002,-48.74173,0.659436,8.327565,5.0577
682.29003,45.486002,-48.743998,-0.226762,8.378142,5.9567
682.43003,45.49533533,-48.754283,-1.02854,8.437709,6.3571
682.58003,45.50533533,-48.769505,-1.522233,8.50128,6.3808
682.71993,45.514662,-48.785585,-1.607959,8.565088,6.2891
682.87003,45.52466867,-48.798852,-1.326645,8.627979,6.2831
683.01003,45.534002,-48.80708,-0.822879,8.69081,6.3584
683.16003,45.544002,-48.80986,-0.277951,8.754394,6.3103
683.30003,45.55333533,-48.808306,0.155345,8.817497,5.8817
683.44003,45.56266867,-48.804376,0.393015,8.876314,4.9648
683.59013,45.57267533,-48.800099,0.427726,8.925962,3.7285
683.73003,45.582002,-48.796993,0.310605,8.963247,2.5878
683.88003,45.592002,-48.795787,0.120587,8.989125,2.0219
684.02003,45.60133533,-48.796438,-0.065085,9.009344,2.3353
684.17003,45.61133533,-48.798343,-0.190541,9.032697,3.4829
684.31003,45.62066867,-48.800633,-0.228918,9.067526,5.0513
684.46013,45.63067533,-48.80244,-0.180703,9.118039,6.4141
684.59993,45.63999533,-48.803115,-0.067531,9.18218,6.9959
684.74003,45.64933533,-48.802368,0.07472,9.252139,6.5244
684.89003,45.65933533,-48.800345,0.202218,9.317383,5.153
685.03003,45.66866867,-48.797648,0.269796,9.368913,3.3986
685.18003,45.67866867,-48.795253,0.239485,9.402899,1.9281
685.32003,45.688002,-48.794342,0.091032,9.42218,1.2966
685.46993,45.69799533,-48.796027,-0.168479,9.435146,1.7521
685.61003,45.70733533,-48.80104,-0.501315,9.452667,3.1753
685.75003,45.71666867,-48.809516,-0.84757,9.48442,5.1666
685.90003,45.72666867,-48.820986,-1.14701,9.536086,7.216
686.04003,45.736002,-48.834671,-1.368461,9.608246,8.8741
686.19003,45.746002,-48.850002,-1.533109,9.696987,9.8511
686.33003,45.75533533,-48.867159,-1.715673,9.795498,10.0294
686.48003,45.76533533,-48.88731,-2.015197,9.895792,9.4259
686.62003,45.77466867,-48.91235,-2.503999,9.990051,8.1534
686.76003,45.784002,-48.944144,-3.179402,10.071585,6.4048
686.91003,45.794002,-48.983605,-3.94606,10.135633,4.4383
687.05003,45.80333533,-49.030035,-4.643004,10.180016,2.5415
687.20003,45.81333533,-49.081103,-5.106747,10.205431,0.9695
687.34013,45.82267533,-49.133535,-5.243194,10.215126,-0.118
687.48003,45.832002,-49.184288,-5.075362,10.213946,-0.6887
687.63003,45.842002,-49.231715,-4.742686,10.207059,-0.8253
687.77003,45.85133533,-49.27619,-4.447476,10.198806,-0.6774
687.92003,45.86133533,-49.319876,-4.368608,10.192032,-0.4006
688.06003,45.87066867,-49.365686,-4.581062,10.188026,-0.1102
688.20003,45.880002,-49.415893,-5.020699,10.186924,0.1353
688.34993,45.88999533,-49.47102,-5.512704,10.188277,0.3232
688.49003,45.89933533,-49.529522,-5.850141,10.191509,0.454
688.64003,45.90933533,-49.588373,-5.885156,10.196049,0.5144
688.78003,45.91866867,-49.644293,-5.591967,10.201193,0.4648
688.93003,45.92866867,-49.695062,-5.076842,10.205841,0.2575
689.07003,45.938002,-49.740413,-4.535169,10.208416,-0.1258
689.21013,45.947342,-49.782186,-4.177314,10.207158,-0.6298
689.36003,45.95733533,-49.823728,-4.154123,10.20086,-1.1024
689.50003,45.96666867,-49.868807,-4.507962,10.189836,-1.3093
689.65003,45.97666867,-49.920428,-5.162118,10.176743,-1.0001
689.79003,45.986002,-49.979913,-5.948444,10.166742,-0.0059
689.93003,45.99533533,-50.046552,-6.663903,10.166683,1.6615
690.08003,46.00533533,-50.117949,-7.139727,10.183298,3.7559
690.21993,46.014662,-50.19096,-7.301125,10.220857,5.8305
690.37003,46.02466867,-50.262897,-7.193697,10.279162,7.3608
690.51003,46.034002,-50.332505,-6.960793,10.35277,7.9234
690.65003,46.04333533,-50.400266,-6.776102,10.432004,7.3546
690.80003,46.05333533,-50.467866,-6.759992,10.50555,5.8153
690.94003,46.06266867,-50.537074,-6.920783,10.563703,3.7287
691.09013,46.07267533,-50.608588,-7.151385,10.60099,1.6234
691.23003,46.082002,-50.681404,-7.281626,10.617224,-0.0459
691.38003,46.092002,-50.752972,-7.156735,10.616765,-1.0261
691.52003,46.10133533,-50.819991,-6.701953,10.606504,-1.3022
691.66003,46.11066867,-50.879454,-5.946248,10.593482,-1.0484
691.81003,46.12066867,-50.929476,-5.002273,10.582998,-0.5312
691.95003,46.130002,-50.969669,-4.019222,10.577686,-0.0072
692.09993,46.13999533,-51.00099,-3.132132,10.577614,0.3502
692.24003,46.14933533,-51.025261,-2.427068,10.581116,0.4764
692.38003,46.15866867,-51.044578,-1.931775,10.58588,0.4026
692.53003,46.16866867,-51.060873,-1.629478,10.589906,0.2162
692.67003,46.178002,-51.075707,-1.483431,10.592068,0.0151
692.82003,46.188002,-51.090273,-1.456573,10.592219,-0.1264
692.96013,46.197342,-51.105447,-1.517425,10.590955,-0.1763
693.09993,46.206662,-51.121801,-1.635367,10.589192,-0.1431
693.25003,46.21666867,-51.139561,-1.775995,10.587761,-0.0632
693.39003,46.226002,-51.158605,-1.904363,10.587129,0.018
693.54003,46.236002,-51.178551,-1.99466,10.587309,0.0642
693.68003,46.24533533,-51.198938,-2.038681,10.587951,0.0591
693.82003,46.25466867,-51.219416,-2.04775,10.588542,0.0102
693.96993,46.264662,-51.23991,-2.049424,10.588644,-0.0548
694.11003,46.274002,-51.260744,-2.083409,10.588096,-0.0995
694.26003,46.284002,-51.282722,-2.19782,10.587101,-0.0923
694.40003,46.29333533,-51.307148,-2.442625,10.586178,-0.0205
694.54003,46.30266867,-51.335724,-2.857546,10.585973,0.1004
694.69003,46.31266867,-51.370285,-3.456102,10.586977,0.2249
694.83003,46.322002,-51.412391,-4.210672,10.589226,0.2896
694.98003,46.332002,-51.462825,-5.043394,10.592122,0.2339
695.12003,46.34133533,-51.521098,-5.827233,10.594461,0.0298
695.26003,46.35066867,-51.585119,-6.402083,10.594759,-0.2922
695.41003,46.36066867,-51.651216,-6.609696,10.591837,-0.6301
695.55003,46.370002,-51.714663,-6.34472,10.585536,-0.8213
695.70003,46.380002,-51.770742,-5.60789,10.577323,-0.6824
695.84013,46.389342,-51.816122,-4.538032,10.570499,-0.0663
695.98003,46.39866867,-51.850127,-3.400457,10.569836,1.0779
696.13003,46.40866867,-51.875366,-2.523987,10.580615,2.6711
696.27003,46.418002,-51.897388,-2.202129,10.607326,4.513
696.42003,46.428002,-51.923328,-2.594071,10.652456,6.3389
696.56003,46.43733533,-51.959993,-3.66645,10.715845,7.8957
696.70003,46.44666867,-52.012012,-5.201871,10.794802,9.004
696.84993,46.456662,-52.080723,-6.871101,10.884842,9.5719
696.99003,46.466002,-52.164104,-8.338094,10.980561,9.5683
697.13003,46.47533533,-52.257667,-9.356373,11.076244,8.9935
697.28003,46.48533533,-52.355928,-9.826076,11.166179,7.8778
697.42003,46.49466867,-52.453955,-9.8027,11.244957,6.3154
697.57003,46.50466867,-52.548609,-9.465437,11.308111,4.489
697.71013,46.51400867,-52.639189,-9.057937,11.353001,2.6553
697.84993,46.52332867,-52.727329,-8.814017,11.379554,1.0806
698.00003,46.53333533,-52.816173,-8.884367,11.39036,-0.0376
698.14003,46.54266867,-52.909034,-9.286122,11.389984,-0.6282
698.29003,46.55266867,-53.007988,-9.895376,11.383702,-0.7545
698.43003,46.562002,-53.112873,-10.488501,11.376157,-0.575
698.57003,46.57133533,-53.221059,-10.818609,11.370407,-0.2796
698.71993,46.58132867,-53.328055,-10.699625,11.367611,-0.0246
698.86003,46.59066867,-53.428743,-10.068762,11.367365,0.1076
699.01003,46.60066867,-53.518821,-9.00786,11.368441,0.1183
699.15003,46.610002,-53.596014,-7.719326,11.369624,0.0685
699.29003,46.61933533,-53.660673,-6.465889,11.370309,0.0386
699.44003,46.62933533,-53.71559,-5.491702,11.370695,0.0835
699.58003,46.63866867,-53.765059,-4.946883,11.37153,0.2021
699.71993,46.64799533,-53.813455,-4.839595,11.373551,0.3308
699.87003,46.658002,-53.863815,-5.036023,11.376859,0.3671
700.01003,46.66733533,-53.916965,-5.314954,11.38053,0.2152
700.16003,46.67733533,-53.97158,-5.461554,11.382682,-0.1561
700.30003,46.68666867,-54.025219,-5.363853,11.381121,-0.6701
700.44003,46.696002,-54.0759,-5.068126,11.37442,-1.1286
700.59013,46.70600867,-54.123531,-4.763042,11.363134,-1.2484
700.73003,46.71533533,-54.170463,-4.693199,11.35065,-0.7404
700.87003,46.72466867,-54.220836,-5.037327,11.343246,0.5828
701.02003,46.73466867,-54.278918,-5.808215,11.349074,2.7147
701.16003,46.744002,-54.347179,-6.826086,11.376221,5.4153
701.31003,46.754002,-54.425009,-7.78305,11.430374,8.2548
701.45003,46.76333533,-54.508707,-8.36974,11.512922,10.7316
701.59013,46.77267533,-54.592745,-8.403822,11.620238,12.4244
701.74003,46.78266867,-54.671769,-7.902369,11.744482,13.1168
701.88003,46.792002,-54.742489,-7.072051,11.87565,12.848
702.02003,46.80133533,-54.804789,-6.230022,12.00413,11.8737
702.17003,46.81133533,-54.861715,-5.69251,12.122867,10.5641
702.31003,46.82066867,-54.918426,-5.671121,12.228508,9.2828
702.46013,46.83067533,-54.980494,-6.206836,12.321336,8.2925
702.59993,46.83999533,-55.052074,-7.157961,12.404261,7.7082
702.74003,46.84933533,-55.134511,-8.243721,12.481343,7.4981
702.89003,46.85933533,-55.225807,-9.129592,12.556324,7.5172
703.03003,46.86866867,-55.321078,-9.527111,12.631496,7.5687
703.17003,46.878002,-55.413846,-9.276753,12.707183,7.4807
703.32003,46.888002,-55.497746,-8.390064,12.78199,7.1707
703.46013,46.897342,-55.568164,-7.041813,12.853697,6.6726
703.61003,46.90733533,-55.623335,-5.517118,12.920423,6.1135
703.75003,46.91666867,-55.66463,-4.129422,12.981558,5.6646
703.89003,46.926002,-55.695957,-3.132682,13.038204,5.5034
704.04003,46.936002,-55.722497,-2.65407,13.093238,5.8004
704.18003,46.94533533,-55.749183,-2.668626,13.151242,6.7081
704.32003,46.95466867,-55.779421,-3.023724,13.218323,8.3232
704.46993,46.964662,-55.814445,-3.502391,13.301555,10.6184
704.61003,46.974002,-55.853438,-3.899377,13.407739,13.3829
704.76003,46.984002,-55.894247,-4.080875,13.541568,16.2205
704.90003,46.99333533,-55.934344,-4.009673,13.703773,18.6211
705.04003,47.00266867,-55.971691,-3.734732,13.889984,20.0772
705.19003,47.01266867,-56.005265,-3.357376,14.090756,20.1999
705.33003,47.022002,-56.035168,-2.990312,14.292755,18.8121
705.46993,47.03132867,-56.062393,-2.722445,14.480876,16.0105
705.62003,47.04133533,-56.088361,-2.596879,14.640981,12.1922
705.76003,47.05066867,-56.114413,-2.605189,14.762903,8.0158
705.90003,47.060002,-56.141398,-2.698449,14.843061,4.2791
706.05003,47.070002,-56.169524,-2.812603,14.885852,1.7246
706.19003,47.07933533,-56.198532,-2.90081,14.903098,0.8307
706.34013,47.089342,-56.228137,-2.960479,14.911405,1.6687
706.48003,47.09866867,-56.25856,-3.042366,14.928092,3.8863
706.62003,47.108002,-56.290913,-3.235301,14.966955,6.8294
706.77003,47.118002,-56.327216,-3.630283,15.035249,9.7545
706.91003,47.12733533,-56.369988,-4.277157,15.132794,12.0509
707.05003,47.13666867,-56.421504,-5.15162,15.253303,13.3816
707.20003,47.14666867,-56.482982,-6.147775,15.387119,13.7042
707.34013,47.15600867,-56.554005,-7.102308,15.524161,13.1804
707.48003,47.16533533,-56.632442,-7.843723,15.655965,12.0371
707.63003,47.17533533,-56.714924,-8.248199,15.776336,10.4557
707.77003,47.18466867,-56.797709,-8.278478,15.880893,8.5386
707.91003,47.194002,-56.877598,-7.988916,15.966279,6.3565
708.06003,47.204002,-56.952567,-7.496893,16.029844,4.0276
708.20003,47.21333533,-57.021939,-6.937247,16.07012,1.7728
708.34013,47.22267533,-57.086146,-6.420632,16.087848,-0.0902
708.49003,47.23266867,-57.146226,-6.008038,16.086946,-1.2123
708.63003,47.242002,-57.203252,-5.702567,16.074823,-1.3098
708.78003,47.252002,-57.257808,-5.455603,16.061725,-0.2612
708.92003,47.26133533,-57.30967,-5.186187,16.059113,1.8299
709.06003,47.27066867,-57.357785,-4.811578,16.077412,4.6237
709.21013,47.28067533,-57.400593,-4.280804,16.123649,7.6007
709.34993,47.28999533,-57.436572,-3.597885,16.199656,10.1686
709.49003,47.29933533,-57.464811,-2.82385,16.301342,11.7963
709.64003,47.30933533,-57.485366,-2.055576,16.419305,12.1369
709.78003,47.31866867,-57.499259,-1.389256,16.540674,11.1135
709.92003,47.328002,-57.508092,-0.883297,16.651809,8.9551
710.07003,47.338002,-57.513466,-0.537412,16.74136,6.1681
710.21013,47.347342,-57.51646,-0.299421,16.803041,3.4345
710.34993,47.356662,-57.517449,-0.09888,16.837386,1.4375
710.50003,47.36666867,-57.51637,0.107919,16.851761,0.6591
710.64003,47.376002,-57.513314,0.305561,16.858352,1.2173
710.79003,47.386002,-57.509115,0.419893,16.870525,2.8128
710.93003,47.39533533,-57.505566,0.354905,16.898653,4.8235
711.07003,47.40466867,-57.505075,0.049149,16.946888,6.5197
711.21993,47.414662,-57.509852,-0.477735,17.012085,7.329
711.36003,47.424002,-57.52099,-1.113798,17.085375,7.0389
711.50003,47.43333533,-57.537856,-1.686552,17.155764,5.8565
711.65003,47.44333533,-57.558097,-2.024168,17.214329,4.2996
711.79003,47.45266867,-57.578286,-2.018835,17.257325,2.9786
711.94003,47.46266867,-57.594937,-1.665095,17.287111,2.3766
712.08003,47.472002,-57.605531,-1.059475,17.310877,2.7171
712.21993,47.48132867,-57.609193,-0.36618,17.338048,3.9594
712.37003,47.49133533,-57.606857,0.233662,17.377642,5.8822
712.51003,47.50066867,-57.600954,0.590282,17.436464,8.1885
712.65003,47.510002,-57.594763,0.619072,17.518349,10.5671
712.80003,47.520002,-57.591602,0.316133,17.62402,12.7074
712.94003,47.52933533,-57.594037,-0.243517,17.751094,14.3117
713.09013,47.539342,-57.603271,-0.923456,17.894211,15.1445
713.23003,47.54866867,-57.618847,-1.557512,18.045656,15.1197
713.37003,47.558002,-57.638762,-1.991552,18.196853,14.3605
713.52003,47.568002,-57.660021,-2.125847,18.340458,13.1748
713.66003,47.57733533,-57.679456,-1.94357,18.472206,11.9364
713.80003,47.58666867,-57.694582,-1.512558,18.59157,10.9324
713.95003,47.59666867,-57.70416,-0.957848,18.700894,10.2502
714.09013,47.60600867,-57.708324,-0.416328,18.803396,9.7602
714.24003,47.616002,-57.708255,0.00684,18.900998,9.1933
714.38003,47.62533533,-57.705626,0.262911,18.992931,8.2786
714.52003,47.63466867,-57.702037,0.358929,19.075717,6.8803
714.67003,47.64466867,-57.698664,0.337275,19.14452,5.0681
714.81003,47.654002,-57.696182,0.248199,19.195201,3.0929
714.96013,47.66400867,-57.694895,0.128687,19.22613,1.2856
715.09993,47.67332867,-57.694936,-0.004075,19.238986,-0.0716
715.24003,47.68266867,-57.696378,-0.144208,19.23827,-0.8358
715.39003,47.69266867,-57.699182,-0.280381,19.229912,-1.0322
715.53003,47.702002,-57.702997,-0.381508,19.21959,-0.817
715.68003,47.712002,-57.706945,-0.394823,19.21142,-0.4053
715.82003,47.72133533,-57.709554,-0.260931,19.207367,0.0037
715.96993,47.73132867,-57.708977,0.05778,19.207404,0.2789
716.11003,47.74066867,-57.703507,0.546971,19.210193,0.3745
716.25003,47.750002,-57.692265,1.124236,19.213938,0.3169
716.40003,47.760002,-57.675762,1.650242,19.217107,0.1732
716.54003,47.76933533,-57.656062,1.970039,19.218839,0.0172
716.69003,47.77933533,-57.636336,1.972618,19.219011,-0.0965
716.83003,47.78866867,-57.619893,1.644294,19.218046,-0.1439
716.98003,47.79866867,-57.608995,1.089803,19.216607,-0.1299
717.12003,47.808002,-57.603922,0.507217,19.215308,-0.0779
717.27003,47.818002,-57.602688,0.12345,19.214529,-0.0162
717.41003,47.82733533,-57.60154,0.114837,19.214367,0.0323
717.55003,47.83666867,-57.596103,0.543659,19.21469,0.0555
717.70003,47.84666867,-57.582753,1.335039,19.215245,0.0536
717.84013,47.85600867,-57.559719,2.303322,19.215781,0.0345
717.99003,47.866002,-57.527535,3.218395,19.216126,0.009
718.13003,47.87533533,-57.488666,3.886938,19.216216,-0.0124
718.28003,47.88533533,-57.446489,4.217672,19.216092,-0.024
718.42003,47.89466867,-57.40402,4.24691,19.215852,-0.0241
718.57003,47.90466867,-57.362841,4.117941,19.215611,-0.0152
718.71013,47.91400867,-57.322582,4.025925,19.215459,-0.0019
718.86003,47.924002,-57.281079,4.150227,19.21544,0.0106
