Distance,Time_sec,SteerAngle_[deg],SteerVelo_[deg/s],AccelPedalPosition_[-],AccelPedalSpeed
1180.43993,78.69599533,-9.79993,0.005861,13.725492,0
1180.61013,78.707342,-9.799878,0.00514,13.725492,0
1180.77003,78.718002,-9.799862,0.00168,13.725492,0
1180.92993,78.728662,-9.799903,-0.004117,13.725492,0
1181.10013,78.74000867,-9.800008,-0.010564,13.725492,0
1181.26003,78.75066867,-9.800157,-0.01489,13.725492,0
1181.41993,78.76132867,-9.800298,-0.014035,13.725492,0
1181.59013,78.77267533,-9.800357,-0.005937,13.725492,0
1181.75003,78.78333533,-9.800266,0.009058,13.725492,0
1181.90993,78.79399533,-9.799994,0.027206,13.725492,0
1182.08003,78.80533533,-9.79958,0.04141,13.725492,0
1182.24003,78.816002,-9.799154,0.042605,13.725492,0
1182.40013,78.82667533,-9.798931,0.022326,13.725492,0
1182.57003,78.838002,-9.799174,-0.02433,13.725492,0
1182.73003,78.84866867,-9.80014,-0.096588,13.725492,0
1182.89013,78.859342,-9.802019,-0.187866,13.725492,0
1183.06003,78.87066867,-9.804898,-0.287962,13.725492,0
1183.21993,78.88132867,-9.808762,-0.386372,13.725492,0
1183.38013,78.89200867,-9.813503,-0.474117,13.725492,0
1183.55003,78.90333533,-9.818919,-0.541527,13.725492,0
1183.70993,78.91399533,-9.824643,-0.572488,13.725492,0
1183.87013,78.92467533,-9.830053,-0.540966,13.725492,0
1184.04003,78.936002,-9.834237,-0.418351,13.725492,0
1184.19993,78.946662,-9.836181,-0.194454,13.725492,0
1184.36013,78.957342,-9.8352,0.098146,13.725492,0
1184.53003,78.96866867,-9.831435,0.376487,13.725492,0
1184.68993,78.97932867,-9.826126,0.530873,13.725492,0
1184.85013,78.99000867,-9.821388,0.47382,13.725492,0
1185.02003,79.00133533,-9.819507,0.188089,13.725492,0
1185.17993,79.01199533,-9.822061,-0.255367,13.725492,0
1185.34013,79.02267533,-9.829274,-0.721307,13.725492,0
1185.51003,79.034002,-9.839905,-1.063095,13.725492,0
1185.66993,79.044662,-9.851675,-1.176998,13.725492,0
1185.84013,79.05600867,-9.862012,-1.033697,13.725492,0
1186.00003,79.06666867,-9.868805,-0.679388,13.725492,0
1186.15993,79.07732867,-9.870955,-0.214944,13.725492,0
1186.33003,79.08866867,-9.868618,0.233737,13.725492,0
1186.49003,79.09933533,-9.86315,0.54674,13.725492,0
1186.65013,79.11000867,-9.856742,0.640862,13.725492,0
1186.82003,79.12133533,-9.85178,0.496188,13.725492,0
1186.98003,79.132002,-9.850102,0.167727,13.725492,0
1187.14013,79.14267533,-9.852398,-0.229552,13.725492,0
1187.31003,79.154002,-9.858025,-0.562707,13.725492,0
1187.46993,79.164662,-9.86536,-0.733514,13.725492,0
1187.64013,79.17600867,-9.872525,-0.716527,13.725492,0
1187.80003,79.18666867,-9.878158,-0.56323,13.725492,0
1187.95993,79.19732867,-9.881866,-0.370792,13.725492,0
1188.13013,79.20867533,-9.884194,-0.232879,13.725492,0
1188.29003,79.21933533,-9.886179,-0.1985,13.725492,0
1188.44993,79.22999533,-9.888757,-0.257741,13.725492,0
1188.62013,79.241342,-9.892317,-0.356055,13.725492,0
1188.78003,79.252002,-9.896558,-0.424089,13.725492,0
1188.93993,79.262662,-9.900626,-0.406756,13.725492,0
1189.11013,79.27400867,-9.90344,-0.281452,13.725492,0
1189.27003,79.28466867,-9.904074,-0.063401,13.725492,0
1189.42993,79.29532867,-9.902078,0.199628,13.725492,0
1189.60013,79.30667533,-9.897674,0.440412,13.725492,0
1189.76003,79.31733533,-9.891766,0.590834,13.725492,0
1189.92993,79.328662,-9.885738,0.60272,13.725492,0
1190.09013,79.339342,-9.881085,0.465312,13.725492,0
1190.25003,79.350002,-9.878967,0.211874,13.725492,0
1190.41993,79.36132867,-9.879866,-0.089936,13.725492,0
1190.58003,79.372002,-9.883485,-0.361939,13.725492,0
1190.74003,79.38266867,-9.888913,-0.542756,13.725492,0
1190.90993,79.39399533,-9.894962,-0.604951,13.725492,0
1191.07003,79.40466867,-9.900509,-0.554707,13.725492,0
1191.23003,79.41533533,-9.904687,-0.417724,13.725492,0
1191.40013,79.42667533,-9.906911,-0.222392,13.725492,0
1191.56003,79.43733533,-9.906817,0.009337,13.725492,0
1191.73003,79.44866867,-9.904221,0.259632,13.725492,0
1191.89013,79.459342,-9.899169,0.505216,13.725492,0
1192.05003,79.470002,-9.892073,0.709548,13.725492,0
1192.21993,79.48132867,-9.883824,0.824909,13.725492,0
1192.38013,79.49200867,-9.875758,0.806616,13.725492,0
1192.54003,79.50266867,-9.869422,0.633624,13.725492,0
1192.70993,79.51399533,-9.866175,0.324693,13.725492,0
1192.87013,79.52467533,-9.866769,-0.059403,13.725492,0
1193.04003,79.536002,-9.871074,-0.430537,13.725492,0
1193.19993,79.546662,-9.878074,-0.700003,13.725492,0
1193.36013,79.557342,-9.88615,-0.807621,13.725492,0
1193.53003,79.56866867,-9.89357,-0.741984,13.725492,0
1193.68993,79.57932867,-9.899004,-0.543419,13.725492,0
1193.85013,79.59000867,-9.901886,-0.288178,13.725492,0
1194.02003,79.60133533,-9.902491,-0.060435,13.725492,0
1194.17993,79.61199533,-9.901723,0.076785,13.725492,0
1194.35013,79.623342,-9.900707,0.101583,13.725492,0
1194.51003,79.634002,-9.900322,0.038489,13.725492,0
1194.66993,79.644662,-9.900834,-0.05119,13.725492,0
1194.84013,79.65600867,-9.901736,-0.090228,13.725492,0
1195.00003,79.66666867,-9.90185,-0.011409,13.725492,0
1195.15993,79.67732867,-9.899666,0.218382,13.725492,0
1195.33003,79.68866867,-9.893843,0.582318,13.725492,0
1195.49003,79.69933533,-9.883737,1.010634,13.725492,0
1195.65993,79.710662,-9.869813,1.3924,13.725492,0
1195.82003,79.72133533,-9.853801,1.601221,13.725492,0
1195.98003,79.732002,-9.838488,1.531313,13.725492,0
1196.15013,79.743342,-9.827123,1.136485,13.725492,0
1196.31003,79.754002,-9.822535,0.45882,13.725492,0
1196.48003,79.76533533,-9.826224,-0.368959,13.725492,0
1196.64013,79.77600867,-9.837788,-1.15642,13.725492,0
1196.80003,79.78666867,-9.854943,-1.715419,13.725492,0
1196.96993,79.79799533,-9.874166,-1.922383,13.725492,0
1197.13013,79.80867533,-9.891717,-1.755066,13.725492,0
1197.29003,79.81933533,-9.904613,-1.289605,13.725492,0
1197.45993,79.830662,-9.911258,-0.664525,13.725492,0
1197.62013,79.841342,-9.911582,-0.032325,13.725492,0
1197.79003,79.85266867,-9.906776,0.480514,13.725492,0
1197.94993,79.86332867,-9.89883,0.794601,13.725492,0
1198.11013,79.87400867,-9.890017,0.881301,13.725492,0
1198.28003,79.88533533,-9.882449,0.75685,13.725492,0
1198.43993,79.89599533,-9.877714,0.473492,13.725492,0
1198.61013,79.907342,-9.876626,0.108791,13.725492,0
1198.77003,79.918002,-9.87912,-0.24942,13.725492,0
1198.92993,79.928662,-9.884348,-0.522758,13.725492,0
1199.10013,79.94000867,-9.890959,-0.661106,13.725492,0
1199.26003,79.95066867,-9.89748,-0.652114,13.725492,0
1199.42993,79.96199533,-9.902652,-0.517161,13.725492,0
1199.59013,79.97267533,-9.905626,-0.297439,13.725492,0
1199.75003,79.98333533,-9.906013,-0.038659,13.725492,0
1199.91993,79.994662,-9.903827,0.218568,13.725492,0
1200.08003,80.00533533,-9.899417,0.441035,13.725492,0
1200.24003,80.016002,-9.893403,0.601391,13.725492,0
1200.40993,80.02732867,-9.886626,0.677716,13.725492,0
1200.57003,80.038002,-9.880059,0.65667,13.725492,0
1200.74003,80.04933533,-9.874675,0.53842,13.725492,0
1200.90013,80.06000867,-9.871282,0.339232,13.725492,0
1201.06003,80.07066867,-9.870388,0.089465,13.725492,0
1201.23003,80.082002,-9.872103,-0.171568,13.725492,0
1201.39013,80.09267533,-9.876118,-0.401446,13.725492,0
1201.56003,80.104002,-9.88173,-0.561223,13.725492,0
1201.71993,80.114662,-9.88797,-0.624027,13.725492,0
1201.88013,80.125342,-9.893809,-0.583901,13.725492,0
1202.05003,80.13666867,-9.898406,-0.459641,13.725492,0
1202.20993,80.14732867,-9.901302,-0.289635,13.725492,0
1202.38013,80.15867533,-9.902493,-0.119123,13.725492,0
1202.54003,80.16933533,-9.902351,0.014234,13.725492,0
1202.69993,80.17999533,-9.901448,0.090306,13.725492,0
1202.87013,80.191342,-9.900359,0.108879,13.725492,0
1203.03003,80.202002,-9.899508,0.085117,13.725492,0
1203.19993,80.21332867,-9.899096,0.041231,13.725492,0
1203.36013,80.22400867,-9.899115,-0.001936,13.725492,0
1203.52003,80.23466867,-9.899422,-0.030655,13.725492,0
1203.68993,80.24599533,-9.899824,-0.04024,13.725492,0
1203.85013,80.25667533,-9.90016,-0.033639,13.725492,0
1204.02003,80.268002,-9.900341,-0.018084,13.725492,0
1204.17993,80.278662,-9.900355,-0.001428,13.725492,0
1204.34013,80.289342,-9.90025,0.010568,13.725492,0
1204.51003,80.30066867,-9.900095,0.015447,13.725492,0
1204.66993,80.31132867,-9.899957,0.013818,13.725492,0
1204.84013,80.32267533,-9.899875,0.008212,13.725492,0
1205.00003,80.33333533,-9.899858,0.001667,13.725492,0
1205.15993,80.34399533,-9.899892,-0.003409,13.725492,0
1205.33003,80.35533533,-9.899951,-0.005824,13.725492,0
1205.49003,80.366002,-9.900007,-0.005615,13.725492,0
1205.65993,80.37732867,-9.900043,-0.003655,13.725492,0
1205.82003,80.388002,-9.900055,-0.001116,13.725492,0
1205.98003,80.39866867,-9.900045,0.001004,13.725492,0
1206.15013,80.41000867,-9.900023,0.002147,13.725492,0
1206.31003,80.42066867,-9.900001,0.002245,13.725492,0
1206.48003,80.432002,-9.899985,0.001587,13.725492,0
1206.64013,80.44267533,-9.899979,0.000619,13.725492,0
1206.80003,80.45333533,-9.899981,-0.000252,13.725492,0
1206.96993,80.464662,-9.899989,-0.000774,13.725492,0
1207.13013,80.475342,-9.899998,-0.000885,13.725492,0
1207.30003,80.48666867,-9.900004,-0.000676,13.725492,0
1207.45993,80.49732867,-9.900008,-0.000313,13.725492,0
1207.62013,80.50800867,-9.900007,0.00004,13.725492,0
1207.79003,80.51933533,-9.900004,0.000271,13.725492,0
1207.94993,80.52999533,-9.900001,0.000344,13.725492,0
1208.12013,80.541342,-9.899998,0.000283,13.725492,0
1208.28003,80.552002,-9.899997,0.000149,13.725492,0
1208.43993,80.562662,-9.899997,0.000008,13.725492,0
1208.61013,80.57400867,-9.899997,-0.000092,13.725492,0
1208.77003,80.58466867,-9.899999,-0.000131,13.725492,0
1208.93993,80.59599533,-9.9,-0.000116,13.725492,0
1209.10013,80.60667533,-9.900001,-0.000068,13.725492,0
1209.26003,80.61733533,-9.900001,-0.000013,13.725492,0
1209.42993,80.628662,-9.9,0.00003,13.725492,0
1209.59013,80.639342,-9.9,0.000049,13.725492,0
1209.75003,80.650002,-9.9,0.000047,13.725492,0
1209.91993,80.66132867,-9.899999,0.00003,13.725492,0
1210.08003,80.672002,-9.899999,0.000008,13.725492,0
1210.25003,80.68333533,-9.899999,-0.000009,13.725492,0
1210.40993,80.69399533,-9.899999,-0.000018,13.725492,0
1210.57003,80.70466867,-9.9,-0.000018,13.725492,0
1210.74003,80.716002,-9.9,-0.000012,13.725492,0
1210.90013,80.72667533,-9.9,-0.000004,13.725492,0
1211.07003,80.738002,-9.9,0.000003,13.725492,0
1211.23003,80.74866867,-9.9,0.000006,13.725492,0
1211.40013,80.76000867,-9.9,0.000006,13.725492,0
1211.56003,80.77066867,-9.9,0.000002,13.725492,0
1211.71993,80.78132867,-9.9,-0.000001,13.725492,0
1211.89013,80.79267533,-9.9,-0.000003,13.725492,0
1212.05003,80.80333533,-9.9,-0.000002,13.725492,0
1212.21993,80.814662,-9.9,0.000001,13.725492,0
1212.38013,80.825342,-9.9,0.000006,13.725492,0
1212.54003,80.836002,-9.899999,0.000009,13.725492,0
1212.70993,80.84732867,-9.899999,0.000008,13.725492,0
1212.87013,80.85800867,-9.899999,0.000003,13.725492,0
1213.04003,80.86933533,-9.899999,-0.000007,13.725492,0
1213.19993,80.87999533,-9.9,-0.000018,13.725492,0
1213.36013,80.89067533,-9.9,-0.000025,13.725492,0
1213.53003,80.902002,-9.9,-0.000024,13.725492,0
1213.68993,80.912662,-9.9,-0.00001,13.725492,0
1213.86013,80.92400867,-9.9,0.000015,13.725492,0
1214.02003,80.93466867,-9.9,0.000043,13.725492,0
1214.17993,80.94532867,-9.899999,0.000064,13.725492,0
1214.35013,80.95667533,-9.899998,0.000065,13.725492,0
1214.51003,80.96733533,-9.899998,0.000035,13.725492,0
1214.67993,80.978662,-9.899998,-0.000025,13.725492,0
1214.84013,80.989342,-9.899999,-0.000099,13.725492,0
1215.01003,81.00066867,-9.900001,-0.000161,13.725492,0
1215.16993,81.01132867,-9.900003,-0.000174,13.725492,0
1215.33003,81.022002,-9.900004,-0.000113,13.725492,0
1215.50003,81.03333533,-9.900003,0.000029,13.725492,0
1215.65993,81.04399533,-9.900001,0.00022,13.725492,0
1215.83003,81.05533533,-9.899997,0.000393,13.725492,0
1215.99003,81.066002,-9.899993,0.000459,13.725492,0
1216.15013,81.07667533,-9.899989,0.000341,13.725492,0
1216.32003,81.088002,-9.899989,0.000011,13.725492,0
1216.48003,81.09866867,-9.899994,-0.000471,13.725492,0
1216.65013,81.11000867,-9.900003,-0.000947,13.725492,0
1216.81003,81.12066867,-9.900015,-0.001192,13.725492,0
1216.96993,81.13132867,-9.900025,-0.000989,13.725492,0
1217.14013,81.14267533,-9.900028,-0.000235,13.725492,0
1217.30003,81.15333533,-9.900018,0.000964,13.725492,0
1217.46993,81.164662,-9.899995,0.002245,13.725492,0
1217.63013,81.175342,-9.899965,0.003047,13.725492,0
1217.80003,81.18666867,-9.899937,0.002783,13.725492,0
1217.95993,81.19732867,-9.899926,0.001103,13.725492,0
1218.12013,81.20800867,-9.899944,-0.001838,13.725492,0
1218.29003,81.21933533,-9.899997,-0.005226,13.725492,0
1218.44993,81.22999533,-9.900074,-0.007679,13.725492,0
1218.62013,81.241342,-9.90015,-0.007637,13.725492,0
1218.78003,81.252002,-9.90019,-0.004012,13.725492,0
1218.93993,81.262662,-9.900159,0.003093,13.725492,0
1219.11013,81.27400867,-9.90004,0.011908,13.725492,0
1219.27003,81.28466867,-9.899849,0.019077,13.725492,0
1219.43993,81.29599533,-9.899644,0.020524,13.725492,0
1219.60013,81.30667533,-9.899514,0.013038,13.725492,0
1219.77003,81.318002,-9.899552,-0.003847,13.725492,0
1219.92993,81.328662,-9.899816,-0.026411,13.725492,0
1220.09013,81.339342,-9.900282,-0.046629,13.725492,0
1220.26003,81.35066867,-9.900823,-0.054002,13.725492,0
1220.41993,81.36132867,-9.901216,-0.039376,13.725492,0
1220.59013,81.37267533,-9.901215,0.000177,13.725492,0
1220.75003,81.38333533,-9.900643,0.057191,13.725492,0
1220.91993,81.394662,-9.899516,0.112629,13.725492,0
1221.08003,81.40533533,-9.898121,0.139565,13.725492,0
1221.24003,81.416002,-9.896999,0.112209,13.725492,0
1221.40993,81.42732867,-9.896814,0.018497,13.725492,0
1221.57003,81.438002,-9.898093,-0.127913,13.725492,0
1221.74003,81.44933533,-9.900911,-0.281849,13.725492,0
1221.90013,81.46000867,-9.904633,-0.372152,13.725492,0
1222.07003,81.47133533,-9.907838,-0.320539,13.725492,0
1222.23003,81.482002,-9.908543,-0.070498,13.725492,0
1222.39013,81.49267533,-9.904715,0.382848,13.725492,0
1222.56003,81.504002,-9.894967,0.97472,13.725492,0
1222.71993,81.514662,-9.879207,1.576002,13.725492,0
1222.89013,81.52600867,-9.858949,2.025842,13.725492,0
1223.05003,81.53666867,-9.837115,2.183369,13.725492,0
1223.21993,81.54799533,-9.817322,1.979368,13.725492,0
1223.38013,81.55867533,-9.802861,1.446078,13.725492,0
1223.54003,81.56933533,-9.795742,0.711873,13.725492,0
1223.70993,81.580662,-9.796114,-0.037177,13.725492,0
1223.87013,81.591342,-9.802254,-0.614022,13.725492,0
1224.04003,81.60266867,-9.811115,-0.886045,13.725492,0
1224.19993,81.61332867,-9.819237,-0.812279,13.725492,0
1224.37013,81.62467533,-9.823757,-0.45197,13.725492,0
1224.53003,81.63533533,-9.823183,0.057451,13.725492,0
1224.68993,81.64599533,-9.817731,0.545158,13.725492,0
1224.86013,81.657342,-9.809147,0.858368,13.725492,0
1225.02003,81.668002,-9.800119,0.902802,13.725492,0
1225.18993,81.67932867,-9.793506,0.661359,13.725492,0
1225.35013,81.69000867,-9.791602,0.190412,13.725492,0
1225.52003,81.70133533,-9.795604,-0.400206,13.725492,0
1225.67993,81.71199533,-9.80537,-0.976606,13.725492,0
1225.84013,81.72267533,-9.819513,-1.414314,13.725492,0
1226.01003,81.734002,-9.835816,-1.630272,13.725492,0
1226.16993,81.744662,-9.851867,-1.605097,13.725492,0
1226.34013,81.75600867,-9.865725,-1.3859,13.725492,0
1226.50003,81.76666867,-9.876377,-1.06513,13.725492,0
1226.65993,81.77732867,-9.883805,-0.742793,13.725492,0
1226.83003,81.78866867,-9.888704,-0.48997,13.725492,0
1226.99003,81.79933533,-9.892015,-0.331075,13.725492,0
1227.15993,81.810662,-9.894515,-0.249959,13.725492,0
1227.32003,81.82133533,-9.896624,-0.210953,13.725492,0
1227.49003,81.83266867,-9.898431,-0.180629,13.725492,0
1227.65013,81.843342,-9.899836,-0.140517,13.725492,0
1227.81003,81.854002,-9.900724,-0.088832,13.725492,0
1227.98003,81.86533533,-9.901071,-0.03473,13.725492,0
1228.14013,81.87600867,-9.900973,0.009798,13.725492,0
1228.31003,81.88733533,-9.90061,0.036381,13.725492,0
1228.46993,81.89799533,-9.900178,0.043203,13.725492,0
1228.64013,81.909342,-9.899833,0.034481,13.725492,0
1228.80003,81.920002,-9.899655,0.017785,13.725492,0
1228.95993,81.930662,-9.899646,0.000843,13.725492,0
1229.13013,81.94200867,-9.899755,-0.010898,13.725492,0
1229.29003,81.95266867,-9.899909,-0.015309,13.725492,0
1229.45993,81.96399533,-9.900041,-0.013274,13.725492,0
1229.62013,81.97467533,-9.900116,-0.007508,13.725492,0
1229.79003,81.986002,-9.900128,-0.001132,13.725492,0
1229.94993,81.996662,-9.900093,0.003473,13.725492,0
1230.11013,82.007342,-9.90004,0.005251,13.725492,0
1230.28003,82.01866867,-9.899996,0.004463,13.725492,0
1230.43993,82.02932867,-9.899973,0.002248,13.725492,0
1230.61013,82.04067533,-9.899973,0,13.725492,0
1230.77003,82.05133533,-9.899985,-0.001207,13.725492,0
1230.93993,82.062662,-9.899995,-0.00098,13.725492,0
1231.10013,82.073342,-9.899992,0.000317,13.725492,0
1231.26003,82.084002,-9.899974,0.00177,13.725492,0
1231.42993,82.09532867,-9.899951,0.002314,13.725492,0
1231.59013,82.10600867,-9.899939,0.001212,13.725492,0
1231.76003,82.11733533,-9.899955,-0.001546,13.725492,0
1231.91993,82.12799533,-9.900005,-0.005073,13.725492,0
1232.09013,82.139342,-9.900083,-0.007743,13.725492,0
1232.25003,82.150002,-9.90016,-0.007727,13.725492,0
1232.41993,82.16132867,-9.900198,-0.003783,13.725492,0
1232.58003,82.172002,-9.900158,0.003928,13.725492,0
1232.74003,82.18266867,-9.900025,0.013356,13.725492,0
1232.90993,82.19399533,-9.899818,0.020734,13.725492,0
1233.07003,82.20466867,-9.899601,0.021622,13.725492,0
1233.24003,82.216002,-9.899474,0.012699,13.725492,0
1233.40013,82.22667533,-9.899536,-0.006196,13.725492,0
1233.57003,82.238002,-9.899842,-0.030602,13.725492,0
1233.73003,82.24866867,-9.900357,-0.051491,13.725492,0
1233.90013,82.26000867,-9.900932,-0.057477,13.725492,0
1234.06003,82.27066867,-9.901323,-0.03911,13.725492,0
1234.21993,82.28132867,-9.901265,0.005817,13.725492,0
1234.39013,82.29267533,-9.900585,0.067959,13.725492,0
1234.55003,82.30333533,-9.89933,0.125561,13.725492,0
1234.71993,82.314662,-9.89784,0.148989,13.725492,0
1234.88013,82.325342,-9.89673,0.111009,13.725492,0
1235.05003,82.33666867,-9.896723,0.000706,13.725492,0
1235.20993,82.34732867,-9.898358,-0.163518,13.725492,0
1235.38013,82.35867533,-9.901636,-0.327825,13.725492,0
1235.54003,82.36933533,-9.905725,-0.408856,13.725492,0
1235.69993,82.37999533,-9.908858,-0.313306,13.725492,0
1235.87013,82.391342,-9.90853,0.032785,13.725492,0
1236.03003,82.402002,-9.901983,0.654711,13.725492,0
1236.19993,82.41332867,-9.88686,1.512265,13.725492,0
1236.36013,82.42400867,-9.861807,2.505286,13.725492,0
1236.53003,82.43533533,-9.82678,3.502766,13.725492,0
1236.68993,82.44599533,-9.782927,4.385244,13.725492,0
1236.86013,82.457342,-9.732105,5.082199,13.725492,0
1237.02003,82.468002,-9.676236,5.586929,13.725492,0
1237.17993,82.478662,-9.616824,5.941208,13.725492,0
1237.35013,82.49000867,-9.554864,6.196016,13.725492,0
1237.51003,82.50066867,-9.491194,6.366927,13.725492,0
1237.67993,82.51199533,-9.427113,6.40813,13.725492,0
1237.84013,82.52267533,-9.364879,6.223398,13.725492,0
1238.01003,82.534002,-9.307736,5.714273,13.725492,0
1238.16993,82.544662,-9.259308,4.842801,13.725492,0
1238.34013,82.55600867,-9.222572,3.673657,13.725492,0
1238.50003,82.56666867,-9.198873,2.369854,13.725492,0
1238.65993,82.57732867,-9.187449,1.142464,13.725492,0
1238.83003,82.58866867,-9.185652,0.179709,13.725492,0
1238.99003,82.59933533,-9.189764,-0.41122,13.725492,0
1239.15993,82.610662,-9.196033,-0.626952,13.725492,0
1239.32003,82.62133533,-9.201554,-0.552121,13.725492,0
1239.49003,82.63266867,-9.204734,-0.317978,13.725492,0
1239.65013,82.643342,-9.205287,-0.055283,13.725492,0
1239.82003,82.65466867,-9.203872,0.141478,13.725492,0
1239.98003,82.66533533,-9.201575,0.229759,13.725492,0
1240.14013,82.67600867,-9.199426,0.214878,13.725492,0
1240.31003,82.68733533,-9.198096,0.133001,13.725492,0
1240.46993,82.69799533,-9.197794,0.030223,13.725492,0
1240.64013,82.709342,-9.19834,-0.054632,13.725492,0
1240.80003,82.720002,-9.199334,-0.099434,13.725492,0
1240.96993,82.73132867,-9.200336,-0.100133,13.725492,0
1241.13013,82.74200867,-9.201001,-0.066511,13.725492,0
1241.30003,82.75333533,-9.201157,-0.015626,13.725492,0
1241.45993,82.76399533,-9.200814,0.034267,13.725492,0
1241.62013,82.77467533,-9.200135,0.067953,13.725492,0
1241.79003,82.786002,-9.199378,0.075657,13.725492,0
1241.94993,82.796662,-9.198835,0.054337,13.725492,0
1242.12013,82.80800867,-9.19875,0.008502,13.725492,0
1242.28003,82.81866867,-9.199245,-0.0495,13.725492,0
1242.44993,82.82999533,-9.200251,-0.100598,13.725492,0
1242.61013,82.84067533,-9.201477,-0.122632,13.725492,0
1242.78003,82.852002,-9.202447,-0.097009,13.725492,0
1242.93993,82.862662,-9.202621,-0.017381,13.725492,0
1243.10013,82.873342,-9.201597,0.102426,13.725492,0
1243.27003,82.88466867,-9.199344,0.22531,13.725492,0
1243.42993,82.89532867,-9.19638,0.296351,13.725492,0
1243.60013,82.90667533,-9.193797,0.258294,13.725492,0
1243.76003,82.91733533,-9.193054,0.074293,13.725492,0
1243.92993,82.928662,-9.195549,-0.249448,13.725492,0
1244.09013,82.939342,-9.202064,-0.651558,13.725492,0
1244.26003,82.95066867,-9.212298,-1.023401,13.725492,0
1244.41993,82.96132867,-9.224701,-1.240211,13.725492,0
1244.58003,82.972002,-9.236781,-1.208071,13.725492,0
1244.75003,82.98333533,-9.245866,-0.908475,13.725492,0
1244.90993,82.99399533,-9.250046,-0.418,13.725492,0
1245.08003,83.00533533,-9.248932,0.111383,13.725492,0
1245.24003,83.016002,-9.243862,0.507057,13.725492,0
1245.40993,83.02732867,-9.23744,0.642135,13.725492,0
1245.57003,83.038002,-9.232612,0.48286,13.725492,0
1245.74003,83.04933533,-9.231652,0.095927,13.725492,0
1245.90013,83.06000867,-9.235502,-0.384938,13.725492,0
1246.06003,83.07066867,-9.243645,-0.814294,13.725492,0
1246.23003,83.082002,-9.2545,-1.085531,13.725492,0
1246.39013,83.09267533,-9.26607,-1.156993,13.725492,0
1246.56003,83.104002,-9.276568,-1.049844,13.725492,0
1246.71993,83.114662,-9.284843,-0.827443,13.725492,0
1246.89013,83.12600867,-9.290544,-0.570115,13.725492,0
1247.05003,83.13666867,-9.294085,-0.354112,13.725492,0
1247.21993,83.14799533,-9.296449,-0.236348,13.725492,0
1247.38013,83.15867533,-9.298886,-0.243772,13.725492,0
1247.55003,83.170002,-9.302569,-0.368311,13.725492,0
1247.70993,83.180662,-9.308273,-0.570387,13.725492,0
1247.87013,83.191342,-9.316196,-0.792275,13.725492,0
1248.04003,83.20266867,-9.32597,-0.977439,13.725492,0
1248.19993,83.21332867,-9.336842,-1.087158,13.725492,0
1248.37013,83.22467533,-9.347901,-1.105857,13.725492,0
1248.53003,83.23533533,-9.358239,-1.033842,13.725492,0
1248.69993,83.246662,-9.367003,-0.87639,13.725492,0
1248.86013,83.257342,-9.373417,-0.641434,13.725492,0
1249.03003,83.26866867,-9.37691,-0.349268,13.725492,0
1249.18993,83.27932867,-9.37735,-0.04397,13.725492,0
1249.36013,83.29067533,-9.375269,0.208097,13.725492,0
1249.52003,83.30133533,-9.371892,0.337639,13.725492,0
1249.68993,83.312662,-9.368888,0.300376,13.725492,0
1249.85013,83.323342,-9.367907,0.098147,13.725492,0
1250.02003,83.33466867,-9.37008,-0.217291,13.725492,0
1250.17993,83.34532867,-9.375666,-0.558622,13.725492,0
1250.34013,83.35600867,-9.383952,-0.828572,13.725492,0
1250.51003,83.36733533,-9.393418,-0.946593,13.725492,0
1250.66993,83.37799533,-9.402098,-0.868022,13.725492,0
1250.84013,83.389342,-9.408022,-0.592405,13.725492,0
1251.00003,83.400002,-9.409652,-0.16298,13.725492,0
1251.16993,83.41132867,-9.406259,0.339326,13.725492,0
1251.33003,83.422002,-9.398188,0.807068,13.725492,0
1251.50003,83.43333533,-9.386934,1.125363,13.725492,0
1251.65993,83.44399533,-9.37493,1.20041,13.725492,0
1251.83003,83.45533533,-9.365007,0.99236,13.725492,0
1251.99003,83.466002,-9.359615,0.539193,13.725492,0
1252.15993,83.47732867,-9.360058,-0.044311,13.725492,0
1252.32003,83.488002,-9.366055,-0.599743,13.725492,0
1252.48003,83.49866867,-9.375856,-0.980074,13.725492,0
1252.65013,83.51000867,-9.386872,-1.101623,13.725492,0
1252.81003,83.52066867,-9.396557,-0.968499,13.725492,0
1252.98003,83.532002,-9.403163,-0.660562,13.725492,0
1253.14013,83.54267533,-9.406111,-0.294858,13.725492,0
1253.31003,83.554002,-9.405919,0.019264,13.725492,0
1253.46993,83.564662,-9.403789,0.213015,13.725492,0
1253.64013,83.57600867,-9.401089,0.269971,13.725492,0
1253.80003,83.58666867,-9.398909,0.217984,13.725492,0
1253.96993,83.59799533,-9.397818,0.109083,13.725492,0
1254.13013,83.60867533,-9.397847,-0.002858,13.725492,0
1254.30003,83.620002,-9.398637,-0.078997,13.725492,0
1254.45993,83.630662,-9.399669,-0.103247,13.725492,0
1254.63013,83.64200867,-9.40048,-0.081108,13.725492,0
1254.79003,83.65266867,-9.400805,-0.032467,13.725492,0
1254.95993,83.66399533,-9.400626,0.017937,13.725492,0
1255.12013,83.67467533,-9.400133,0.049234,13.725492,0
1255.29003,83.686002,-9.399629,0.05038,13.725492,0
1255.44993,83.696662,-9.399403,0.022628,13.725492,0
1255.62013,83.70800867,-9.399618,-0.021445,13.725492,0
1255.78003,83.71866867,-9.400237,-0.061904,13.725492,0
1255.93993,83.72932867,-9.401014,-0.077707,13.725492,0
1256.11013,83.74067533,-9.401556,-0.054191,13.725492,0
